candidate_count,completed_trades,unavailable_trades,wins,losses,flats,win_rate,gross_profit_dollars,gross_loss_dollars,profit_factor,total_pnl_dollars,expectancy_dollars,mean_return_pct,median_return_pct,unconstrained_end_balance,return_on_initial_balance_pct,realized_max_drawdown_dollars,realized_max_drawdown_pct,trades_per_21_sessions,exit_id,setup_id,split,session_count,winner_retention,loser_removal,expectancy_improvement_vs_baseline,training_expectancy_improvement,heldout_expectancy_improvement,improvement_survival_ratio,improvement_sign_survived
3487,3487,0,1128,2352,7,0.3234872383137367,96692.0,-116624.0,0.8290917821374674,-19932.0,-5.71608832807571,-1.161269885478877,-10.399999999999988,80068.0,-19.932,20623.0,20.531634227686794,350.3684210526316,pt20_sl10_eod,baseline,full,209,1.0,0.0,0.0,0.0,0.0,,False
1170,1170,0,379,790,1,0.32393162393162395,34056.0,-39764.0,0.8564530731314757,-5708.0,-4.878632478632479,-1.1165675140085314,-10.483200042939188,94292.0,-5.708,5954.0,5.954000000000001,390.00000000000006,pt20_sl10_eod,baseline,heldout,63,1.0,0.0,0.0,0.0,0.0,,False
2317,2317,0,749,1562,6,0.32326283987915405,62636.0,-76860.0,0.814936247723133,-14223.999999999996,-6.138972809667672,-1.1838429431484083,-10.374639769452454,85776.0,-14.223999999999995,14696.0,14.630892528249289,333.2671232876712,pt20_sl10_eod,baseline,train,146,1.0,0.0,0.0,0.0,0.0,,False
1537,1537,0,582,952,3,0.3786597267404034,48280.0,-44429.0,1.0866776204731143,3851.000000000001,2.5055302537410546,0.5841203021135503,-10.266159695817489,103851.0,3.851000000000001,4477.0,4.163063389776922,154.4354066985646,pt20_sl10_eod,combined,full,209,0.5159574468085106,0.5952380952380952,8.221618581816765,11.908806306239661,0.9251441065394568,0.07768571280353466,True
516,516,0,168,347,1,0.32558139534883723,14331.0,-16371.0,0.8753894080996885,-2039.9999999999995,-3.9534883720930223,-1.0865371444633838,-10.46332737030411,97960.0,-2.0399999999999996,3192.0,3.1803915707667016,172.0,pt20_sl10_eod,combined,heldout,63,0.44327176781002636,0.5607594936708861,0.9251441065394568,11.908806306239661,0.9251441065394568,0.07768571280353466,True
1021,1021,0,414,605,2,0.4054848188050931,33949.0,-28058.0,1.2099579442583221,5891.0,5.769833496571988,1.4284486492572313,-10.169491525423735,105891.0,5.891,2292.0,2.1715032828354603,146.85616438356163,pt20_sl10_eod,combined,train,146,0.5527369826435247,0.6126760563380282,11.908806306239661,11.908806306239661,0.9251441065394568,0.07768571280353466,True
1537,1537,0,582,952,3,0.3786597267404034,48280.0,-44429.0,1.0866776204731143,3851.000000000001,2.5055302537410546,0.5841203021135503,-10.266159695817489,103851.0,3.851000000000001,4477.0,4.163063389776922,154.4354066985646,pt20_sl10_eod,exclusion,full,209,0.5159574468085106,0.5952380952380952,8.221618581816765,11.908806306239661,0.9251441065394568,0.07768571280353466,True
516,516,0,168,347,1,0.32558139534883723,14331.0,-16371.0,0.8753894080996885,-2039.9999999999995,-3.9534883720930223,-1.0865371444633838,-10.46332737030411,97960.0,-2.0399999999999996,3192.0,3.1803915707667016,172.0,pt20_sl10_eod,exclusion,heldout,63,0.44327176781002636,0.5607594936708861,0.9251441065394568,11.908806306239661,0.9251441065394568,0.07768571280353466,True
1021,1021,0,414,605,2,0.4054848188050931,33949.0,-28058.0,1.2099579442583221,5891.0,5.769833496571988,1.4284486492572313,-10.169491525423735,105891.0,5.891,2292.0,2.1715032828354603,146.85616438356163,pt20_sl10_eod,exclusion,train,146,0.5527369826435247,0.6126760563380282,11.908806306239661,11.908806306239661,0.9251441065394568,0.07768571280353466,True
2832,2832,0,960,1865,7,0.3389830508474576,81907.0,-91295.0,0.897168519634153,-9388.0,-3.3149717514124295,-0.7007834193377082,-10.344827586206906,90612.0,-9.388,10447.0,10.380667534454833,284.555023923445,pt20_sl10_eod,inclusion,full,209,0.851063829787234,0.2070578231292517,2.4011165766632803,3.9274139549486913,-0.6361666757015589,-0.16198106005606175,False
