trade_id,exit_id,leaf_id,keep_baseline,keep_inclusion,skip_exclusion,keep_exclusion,keep_combined,keep_quality_top_leaf
T001385,underlying_invalidation_eod,12,True,True,False,True,True,True
T001391,underlying_invalidation_eod,8,True,True,True,False,False,False
T001382,underlying_invalidation_eod,12,True,True,False,True,True,True
T001386,underlying_invalidation_eod,12,True,True,False,True,True,True
T001379,underlying_invalidation_eod,5,True,False,True,False,False,False
T001390,underlying_invalidation_eod,8,True,True,True,False,False,False
T001392,underlying_invalidation_eod,4,True,True,True,False,False,False
T001393,underlying_invalidation_eod,8,True,True,True,False,False,False
T001394,underlying_invalidation_eod,4,True,True,True,False,False,False
T001396,underlying_invalidation_eod,4,True,True,True,False,False,False
